Gene,TDL,Kinase_score_percent_THCA,Cancer
PFKL,Tbio,5.238095238,KIRP
PFKM,Tbio,0,KIRP
PFKP,Tbio,0,KIRP
PGK1,Tchem,2.380952381,KIRP
PGK2,Tbio,0,KIRP
PHKA1,Tbio,0,KIRP
PHKA2,Tbio,0,KIRP
PHKG1,Tchem,0,KIRP
PHKG2,Tchem,0,KIRP
PI4K2A,Tbio,0,KIRP
PI4KA,Tchem,0,KIRP
PI4KB,Tchem,5.238095238,KIRP
PIK3C2A,Tchem,0,KIRP
PIK3C2B,Tchem,0,KIRP
PIK3C2G,Tchem,0,KIRP
PIK3C3,Tchem,0,KIRP
PIK3CA,Tclin,4.761904762,KIRP
PIK3CB,Tchem,22.85714286,KIRP
PIK3CD,Tclin,0,KIRP
PIK3CG,Tchem,0,KIRP
PIK3R1,Tchem,0,KIRP
PIK3R4,Tbio,0,KIRP
PIKFYVE,Tchem,0,KIRP
PIM1,Tchem,7.619047619,KIRP
PIM2,Tchem,0,KIRP
PIM3,Tchem,0,KIRP
PINK1,Tbio,0,KIRP
PIP4K2A,Tbio,3.80952381,KIRP
PIP4K2B,Tchem,0,KIRP
PIP4K2C,Tchem,0,KIRP
PIP5K1A,Tbio,3.80952381,KIRP
PIP5K1B,Tbio,0,KIRP
PIP5K1C,Tchem,0,KIRP
PKDCC,Tbio,14.28571429,KIRP
PKLR,Tbio,2.857142857,KIRP
PKM,Tchem,0,KIRP
PKMYT1,Tchem,22.85714286,KIRP
PKN1,Tchem,5.238095238,KIRP
PKN2,Tchem,0,KIRP
PKN3,Tbio,0,KIRP
PLK1,Tchem,60,KIRP
PLK2,Tchem,23.80952381,KIRP
PLK3,Tchem,0,KIRP
PLK4,Tchem,10.95238095,KIRP
PLK5,Tbio,14.28571429,KIRP
PNCK,Tbio,14.28571429,KIRP
POMK,Tdark,1.428571429,KIRP
PRAG1,Tbio,0,KIRP
PRKAA1,Tchem,0,KIRP
PRKAA2,Tchem,0,KIRP
PRKAB1,Tchem,0,KIRP
PRKACA,Tchem,2.857142857,KIRP
PRKACB,Tchem,0,KIRP
PRKACG,Tbio,0,KIRP
PRKAG1,Tbio,0,KIRP
PRKCA,Tchem,4.761904762,KIRP
PRKCB,Tchem,0,KIRP
PRKCD,Tclin,0,KIRP
PRKCE,Tchem,5.238095238,KIRP
PRKCG,Tchem,14.28571429,KIRP
PRKCH,Tchem,1.428571429,KIRP
PRKCI,Tchem,0,KIRP
PRKCQ,Tchem,0,KIRP
PRKCZ,Tchem,0,KIRP
PRKD1,Tchem,0,KIRP
PRKD2,Tchem,19.04761905,KIRP
PRKD3,Tchem,4.761904762,KIRP
PRKDC,Tchem,8.571428571,KIRP
PRKG1,Tchem,0,KIRP
PRKG2,Tchem,3.80952381,KIRP
PRKRA,Tbio,4.761904762,KIRP
PRKX,Tchem,0,KIRP
PRKY,Tdark,0,KIRP
PRPF4B,Tchem,4.761904762,KIRP
PRPS1,Tbio,3.80952381,KIRP
PRPS1L1,Tdark,3.80952381,KIRP
PRPS2,Tbio,18.0952381,KIRP
PSKH1,Tdark,0,KIRP
PSKH2,Tdark,0,KIRP
PSTK,Tdark,0,KIRP
PTK2,Tchem,19.52380952,KIRP
PTK2B,Tchem,0,KIRP
PTK6,Tchem,14.28571429,KIRP
PTK7,Tbio,7.142857143,KIRP
PXK,Tbio,0,KIRP
RAF1,Tclin,0,KIRP
RBKS,Tbio,0,KIRP
RET,Tclin,0,KIRP
RIOK1,Tchem,20.47619048,KIRP
RIOK2,Tbio,3.80952381,KIRP
RIOK3,Tchem,0,KIRP
RIPK1,Tchem,0,KIRP
RIPK2,Tchem,14.76190476,KIRP
RIPK3,Tchem,0,KIRP
RIPK4,Tchem,0,KIRP
RNASEL,Tchem,0,KIRP
ROCK1,Tclin,0,KIRP
ROCK2,Tclin,19.04761905,KIRP
ROR1,Tbio,0,KIRP
ROR2,Tbio,0,KIRP
ROS1,Tchem,0,KIRP
RPS6KA1,Tchem,0,KIRP
RPS6KA2,Tchem,0,KIRP
RPS6KA3,Tchem,3.80952381,KIRP
RPS6KA4,Tchem,0,KIRP
RPS6KA5,Tchem,1.428571429,KIRP
RPS6KA6,Tchem,0,KIRP
RPS6KB1,Tchem,0,KIRP
RPS6KB2,Tbio,2.380952381,KIRP
RPS6KC1,Tdark,24.28571429,KIRP
RPS6KL1,Tdark,4.761904762,KIRP
RYK,Tbio,0,KIRP
SBK1,Tchem,14.28571429,KIRP
SBK2,Tdark,0,KIRP
SBK3,Tchem,9.523809524,KIRP
SCYL1,Tbio,0,KIRP
SCYL2,Tbio,4.761904762,KIRP
SCYL3,Tdark,0,KIRP
SGK1,Tchem,0,KIRP
SGK2,Tchem,3.80952381,KIRP
SGK3,Tchem,1.428571429,KIRP
SGK494,Tdark,0,KIRP
SHPK,Tbio,0,KIRP
SIK1,Tchem,0,KIRP
SIK2,Tchem,0,KIRP
SIK3,Tchem,0,KIRP
SLK,Tchem,0,KIRP
SMG1,Tchem,0,KIRP
SNRK,Tbio,0,KIRP
SPEG,Tbio,23.80952381,KIRP
SPHK1,Tchem,14.28571429,KIRP
SPHK2,Tchem,0,KIRP
SRC,Tclin,0,KIRP
SRMS,Tchem,0,KIRP
SRPK1,Tchem,6.19047619,KIRP
SRPK2,Tchem,0,KIRP
SRPK3,Tchem,18.0952381,KIRP
STK10,Tchem,0,KIRP
STK11,Tchem,0,KIRP
STK16,Tchem,0,KIRP
STK17A,Tchem,0,KIRP
STK17B,Tchem,0,KIRP
STK24,Tchem,0,KIRP
STK25,Tchem,0,KIRP
STK26,Tchem,6.19047619,KIRP
STK3,Tchem,3.80952381,KIRP
STK31,Tchem,0,KIRP
STK32A,Tchem,0,KIRP
STK32B,Tchem,0,KIRP
STK32C,Tbio,16.66666667,KIRP
STK33,Tchem,0,KIRP
STK35,Tchem,0,KIRP
STK36,Tbio,0,KIRP
STK38,Tbio,0,KIRP
STK38L,Tchem,1.428571429,KIRP
STK39,Tbio,0,KIRP
STK4,Tchem,2.380952381,KIRP
STK40,Tbio,2.857142857,KIRP
STKLD1,Tdark,0,KIRP
STRADA,Tbio,0,KIRP
STRADB,Tbio,7.619047619,KIRP
STYK1,Tbio,15.71428571,KIRP
SYK,Tchem,0,KIRP
TAB1,Tbio,0,KIRP
TAF1,Tchem,16.66666667,KIRP
TAOK1,Tchem,0,KIRP
TAOK2,Tchem,0,KIRP
TAOK3,Tchem,1.428571429,KIRP
TBCK,Tbio,0,KIRP
TBK1,Tchem,8.571428571,KIRP
TEC,Tchem,0,KIRP
TEK,Tclin,0,KIRP
TESK1,Tchem,0,KIRP
TESK2,Tchem,0,KIRP
TEX14,Tbio,0,KIRP
TGFBR1,Tchem,3.80952381,KIRP
TGFBR2,Tchem,0,KIRP
TIE1,Tchem,3.80952381,KIRP
TK1,Tchem,38.57142857,KIRP
TK2,Tchem,0,KIRP
TLK1,Tchem,6.19047619,KIRP
TLK2,Tchem,0,KIRP
TNIK,Tchem,14.28571429,KIRP
TNK1,Tchem,0,KIRP
TNK2,Tchem,0,KIRP
TNNI3K,Tchem,0,KIRP
TP53RK,Tbio,3.80952381,KIRP
TPK1,Tbio,14.28571429,KIRP
TRIB1,Tbio,3.80952381,KIRP
TRIB2,Tbio,0,KIRP
TRIB3,Tbio,56.19047619,KIRP
TRIO,Tbio,2.380952381,KIRP
TRPM6,Tchem,0,KIRP
TSSK1B,Tchem,0,KIRP
TSSK2,Tchem,0,KIRP
TSSK3,Tbio,14.28571429,KIRP
TSSK4,Tbio,0,KIRP
TSSK6,Tbio,0,KIRP
TTBK1,Tbio,0,KIRP
TTBK2,Tbio,0,KIRP
TTK,Tchem,56.19047619,KIRP
TTN,Tbio,0,KIRP
TXK,Tchem,0,KIRP
TYK2,Tclin,0,KIRP
TYRO3,Tchem,22.85714286,KIRP
UCK1,Tbio,0,KIRP
UCK2,Tbio,36.19047619,KIRP
UCKL1,Tdark,0,KIRP
UHMK1,Tbio,3.80952381,KIRP
ULK1,Tchem,0,KIRP
ULK2,Tchem,0,KIRP
ULK3,Tchem,0,KIRP
ULK4,Tbio,0,KIRP
VRK1,Tbio,7.142857143,KIRP
VRK2,Tbio,22.85714286,KIRP
VRK3,Tbio,0,KIRP
WEE1,Tchem,0,KIRP
WEE2,Tbio,0,KIRP
WNK1,Tchem,2.857142857,KIRP
WNK2,Tchem,14.28571429,KIRP
WNK3,Tchem,0,KIRP
WNK4,Tbio,0,KIRP
XYLB,Tbio,1.428571429,KIRP
YES1,Tclin,4.761904762,KIRP
ZAP70,Tchem,14.28571429,KIRP
AAK1,Tchem,18.75,LIHC
AATK,Tbio,14.58333333,LIHC
ABL1,TMOA_LIHC,18.75,LIHC
ABL2,Tchem,18.75,LIHC
ACVR1,Tchem,18.75,LIHC
ACVR1B,Tchem,14.58333333,LIHC
ACVR1C,Tbio,12.5,LIHC
ACVR2A,Tchem,18.75,LIHC
ACVR2B,Tchem,16.66666667,LIHC
ACVRL1,Tchem,12.5,LIHC
ADCK1,Tdark,12.5,LIHC
ADCK2,Tbio,16.66666667,LIHC
ADCK5,Tdark,12.5,LIHC
ADK,Tchem,0,LIHC
ADPGK,Tbio,8.333333333,LIHC
AK1,Tbio,0,LIHC
AK2,Tbio,0,LIHC
AK3,Tbio,0,LIHC
AK4,Tbio,12.5,LIHC
AK5,Tbio,16.66666667,LIHC
AK6,Tbio,0,LIHC
AK8,Tbio,12.5,LIHC
AK9,Tbio,0,LIHC
AKT1,Tchem,18.75,LIHC
AKT2,Tchem,0,LIHC
AKT3,Tchem,4.166666667,LIHC
ALK,Tclin,0,LIHC
ALPK1,Tbio,12.5,LIHC
ALPK2,Tbio,0,LIHC
ALPK3,Tdark,12.5,LIHC
AMHR2,Tbio,2.083333333,LIHC
ANKK1,Tbio,18.75,LIHC
ARAF,Tchem,0,LIHC
ATM,Tchem,14.58333333,LIHC
ATR,Tchem,29.16666667,LIHC
AURKA,Tchem,33.33333333,LIHC
AURKB,Tchem,33.33333333,LIHC
AURKC,Tchem,12.5,LIHC
AXL,Tchem,4.166666667,LIHC
BCKDK,Tbio,0,LIHC
BLK,Tchem,0,LIHC
BMP2K,Tchem,16.66666667,LIHC
BMPR1A,Tchem,18.75,LIHC
BMPR1B,Tchem,0,LIHC
BMPR2,Tchem,18.75,LIHC
BMX,Tchem,0,LIHC
BRAF,TMOA_LIHC,18.75,LIHC
BRSK1,Tchem,29.16666667,LIHC
BRSK2,Tchem,18.75,LIHC
BTK,Tclin,0,LIHC
BUB1,Tchem,27.08333333,LIHC
BUB1B,Tbio,35.41666667,LIHC
CAMK1,Tchem,14.58333333,LIHC
CAMK1D,Tchem,0,LIHC
CAMK1G,Tchem,12.5,LIHC
CAMK2A,Tchem,12.5,LIHC
CAMK2B,Tchem,0,LIHC
CAMK2D,Tchem,18.75,LIHC
CAMK2G,Tchem,12.5,LIHC
CAMK4,Tbio,0,LIHC
CAMKK1,Tchem,14.58333333,LIHC
CAMKK2,Tchem,6.25,LIHC
CAMKV,Tbio,12.5,LIHC
CASK,Tchem,29.16666667,LIHC
CDC42BPA,Tchem,16.66666667,LIHC
CDC42BPB,Tbio,16.66666667,LIHC
CDC42BPG,Tbio,25,LIHC
CDC7,Tchem,35.41666667,LIHC
CDK1,Tchem,25,LIHC
CDK10,Tbio,12.5,LIHC
CDK11A,Tchem,6.25,LIHC
CDK11B,Tchem,8.333333333,LIHC
CDK12,Tchem,18.75,LIHC
CDK13,Tchem,4.166666667,LIHC
CDK14,Tchem,6.25,LIHC
CDK15,Tchem,12.5,LIHC
CDK16,Tchem,37.5,LIHC
CDK17,Tchem,16.66666667,LIHC
CDK18,Tchem,12.5,LIHC
CDK19,Tchem,16.66666667,LIHC
CDK2,Tchem,20.83333333,LIHC
CDK20,Tbio,16.66666667,LIHC
CDK3,Tchem,12.5,LIHC
CDK4,Tclin,20.83333333,LIHC
CDK5,Tchem,16.66666667,LIHC
CDK6,Tclin,16.66666667,LIHC
CDK7,Tchem,29.16666667,LIHC
CDK8,Tchem,18.75,LIHC
CDK9,Tchem,4.166666667,LIHC
CDKL1,Tchem,8.333333333,LIHC
CDKL2,Tchem,0,LIHC
CDKL3,Tchem,12.5,LIHC
CDKL4,Tdark,0,LIHC
CDKL5,Tchem,12.5,LIHC
CERK,Tchem,25,LIHC
CHEK1,Tchem,25,LIHC
CHEK2,Tchem,25,LIHC
CHKA,Tchem,16.66666667,LIHC
CHKB,Tbio,16.66666667,LIHC
CHUK,Tchem,12.5,LIHC
CIT,Tchem,20.83333333,LIHC
CKB,Tbio,20.83333333,LIHC
CKM,Tbio,12.5,LIHC
CKMT1A,Tbio,12.5,LIHC
CKMT2,Tbio,12.5,LIHC
CLK1,Tchem,0,LIHC
CLK2,Tchem,29.16666667,LIHC
CLK3,Tchem,6.25,LIHC
CLK4,Tchem,0,LIHC
CMPK1,Tbio,12.5,LIHC
CMPK2,Tbio,0,LIHC
COQ8A,Tbio,0,LIHC
COQ8B,Tchem,0,LIHC
CSF1R,TMOA_LIHC,4.166666667,LIHC
CSK,Tchem,0,LIHC
CSNK1A1,Tchem,16.66666667,LIHC
CSNK1A1L,Tdark,12.5,LIHC
CSNK1D,Tchem,22.91666667,LIHC
CSNK1E,Tchem,31.25,LIHC
CSNK1G1,Tchem,33.33333333,LIHC
CSNK1G2,Tchem,27.08333333,LIHC
CSNK1G3,Tbio,0,LIHC
CSNK2A1,Tchem,35.41666667,LIHC
CSNK2A2,Tchem,18.75,LIHC
CSNK2A3,Tdark,18.75,LIHC
CSNK2B,Tbio,22.91666667,LIHC
DAPK1,Tchem,14.58333333,LIHC
DAPK2,Tchem,12.5,LIHC
DAPK3,Tchem,12.5,LIHC
DCK,Tchem,20.83333333,LIHC
DCLK1,Tchem,12.5,LIHC
DCLK2,Tchem,12.5,LIHC
DCLK3,Tchem,29.16666667,LIHC
DDR1,Tchem,29.16666667,LIHC
DDR2,Tchem,0,LIHC
DGKA,Tbio,0,LIHC
DGKH,Tbio,12.5,LIHC
DGKQ,Tbio,12.5,LIHC
DGUOK,Tbio,6.25,LIHC
DMPK,Tchem,16.66666667,LIHC
DSTYK,Tchem,18.75,LIHC
DTYMK,Tbio,25,LIHC
DYRK1A,Tchem,16.66666667,LIHC
DYRK1B,Tchem,12.5,LIHC
DYRK2,Tchem,22.91666667,LIHC
DYRK3,Tchem,4.166666667,LIHC
DYRK4,Tchem,4.166666667,LIHC
EEF2K,Tchem,4.166666667,LIHC
EFNA1,Tbio,16.66666667,LIHC
EGFR,Tclin,12.5,LIHC
EIF2AK1,Tchem,2.083333333,LIHC
EIF2AK2,Tchem,2.083333333,LIHC
EIF2AK3,Tchem,16.66666667,LIHC
EIF2AK4,Tchem,12.5,LIHC
EPHA1,Tchem,12.5,LIHC
EPHA10,Tbio,12.5,LIHC
EPHA2,TMOA_LIHC,12.5,LIHC
EPHA3,Tchem,0,LIHC
EPHA4,Tchem,12.5,LIHC
EPHA5,Tchem,27.08333333,LIHC
EPHA6,Tchem,18.75,LIHC
EPHA7,Tchem,25,LIHC
EPHA8,Tchem,0,LIHC
EPHB1,Tchem,0,LIHC
EPHB2,Tchem,12.5,LIHC
EPHB3,Tchem,12.5,LIHC
EPHB4,Tchem,12.5,LIHC
EPHB6,Tchem,29.16666667,LIHC
ERBB2,Tclin,12.5,LIHC
ERBB3,Tchem,20.83333333,LIHC
ERBB4,Tclin,12.5,LIHC
ERN1,Tchem,0,LIHC
ERN2,Tbio,12.5,LIHC
ETNK1,Tbio,16.66666667,LIHC
ETNK2,Tdark,0,LIHC
FASTK,Tbio,12.5,LIHC
FER,Tchem,12.5,LIHC
FES,Tchem,0,LIHC
FGFR1,TMOA_LIHC,0,LIHC
FGFR2,TMOA_LIHC,14.58333333,LIHC
FGFR3,TMOA_LIHC,14.58333333,LIHC
FGFR4,Tclin,14.58333333,LIHC
FGGY,Tbio,0,LIHC
FGR,Tchem,0,LIHC
FLT1,TMOA_LIHC,12.5,LIHC
FLT3,TMOA_LIHC,12.5,LIHC
FLT4,TMOA_LIHC,12.5,LIHC
FN3K,Tbio,0,LIHC
FN3KRP,Tbio,14.58333333,LIHC
FRK,Tchem,6.25,LIHC
FUK,Tbio,0,LIHC
FYN,TMOA_LIHC,0,LIHC
GAK,Tchem,0,LIHC
GALK1,Tbio,0,LIHC
GALK2,Tbio,0,LIHC
GCK,Tchem,12.5,LIHC
GK,Tbio,12.5,LIHC
GK2,Tdark,0,LIHC
GK3P,Tdark,12.5,LIHC
GK5,Tbio,31.25,LIHC
GLYCTK,Tbio,0,LIHC
GRK1,Tchem,4.166666667,LIHC
GRK2,Tchem,0,LIHC
GRK3,Tchem,12.5,LIHC
GRK4,Tchem,0,LIHC
GRK5,Tchem,0,LIHC
GRK6,Tchem,0,LIHC
GRK7,Tchem,0,LIHC
GSK3A,Tclin,33.33333333,LIHC
GSK3B,Tclin,14.58333333,LIHC
GUCY2C,Tclin,12.5,LIHC
GUCY2D,Tbio,12.5,LIHC
GUCY2F,Tbio,0,LIHC
GUK1,Tbio,12.5,LIHC
HASPIN,Tchem,8.333333333,LIHC
HCK,TMOA_LIHC,0,LIHC
HIPK1,Tchem,6.25,LIHC
HIPK2,Tchem,0,LIHC
HIPK3,Tchem,18.75,LIHC
HIPK4,Tchem,16.66666667,LIHC
HK1,Tchem,18.75,LIHC
HK2,Tchem,33.33333333,LIHC
HK3,Tbio,0,LIHC
HKDC1,Tbio,12.5,LIHC
HUNK,Tchem,12.5,LIHC
ICK,Tchem,12.5,LIHC
IDNK,Tbio,0,LIHC
IGF1R,Tclin,16.66666667,LIHC
IKBKB,Tchem,10.41666667,LIHC
IKBKE,Tchem,16.66666667,LIHC
IKBKG,Tbio,12.5,LIHC
ILK,Tchem,4.166666667,LIHC
INSR,TMOA_LIHC,12.5,LIHC
INSRR,Tchem,12.5,LIHC
IP6K1,Tbio,16.66666667,LIHC
IP6K2,Tbio,20.83333333,LIHC
IP6K3,Tbio,0,LIHC
IPMK,Tbio,8.333333333,LIHC
IRAK1,Tchem,16.66666667,LIHC
IRAK2,Tbio,12.5,LIHC
IRAK3,Tchem,0,LIHC
IRAK4,Tchem,16.66666667,LIHC
ITK,Tclin,0,LIHC
ITPK1,Tbio,12.5,LIHC
ITPKA,Tchem,33.33333333,LIHC
ITPKB,Tchem,0,LIHC
ITPKC,Tchem,0,LIHC
JAK1,Tclin,18.75,LIHC
JAK2,Tclin,4.166666667,LIHC
JAK3,TMOA_LIHC,0,LIHC
KALRN,Tbio,0,LIHC
KDR,TMOA_LIHC,0,LIHC
KHK,Tchem,0,LIHC
KIT,TMOA_LIHC,0,LIHC
KSR1,Tbio,16.66666667,LIHC
KSR2,Tbio,12.5,LIHC
LATS1,Tbio,18.75,LIHC
LATS2,Tchem,12.5,LIHC
LCK,TMOA_LIHC,0,LIHC
LIMK1,Tchem,20.83333333,LIHC
LIMK2,Tchem,27.08333333,LIHC
LMTK2,Tbio,14.58333333,LIHC
LMTK3,Tbio,16.66666667,LIHC
LRRK1,Tbio,0,LIHC
LRRK2,Tchem,0,LIHC
LTK,Tchem,0,LIHC
LYN,TMOA_LIHC,2.083333333,LIHC
MAK,Tchem,4.166666667,LIHC
MAP2K1,Tclin,18.75,LIHC
MAP2K2,Tclin,20.83333333,LIHC
MAP2K3,Tchem,0,LIHC
MAP2K4,Tchem,12.5,LIHC
MAP2K5,Tchem,0,LIHC
MAP2K6,Tchem,25,LIHC
MAP2K7,Tchem,16.66666667,LIHC
MAP3K1,Tchem,6.25,LIHC
MAP3K10,Tchem,12.5,LIHC
MAP3K11,Tchem,0,LIHC
MAP3K12,Tchem,18.75,LIHC
MAP3K13,Tchem,0,LIHC
MAP3K14,Tchem,6.25,LIHC
MAP3K15,Tchem,12.5,LIHC
MAP3K19,Tchem,12.5,LIHC
MAP3K2,Tchem,16.66666667,LIHC
MAP3K20,Tchem,0,LIHC
MAP3K21,Tdark,4.166666667,LIHC
MAP3K3,Tchem,16.66666667,LIHC
MAP3K4,Tbio,16.66666667,LIHC
MAP3K5,Tchem,0,LIHC
MAP3K6,Tchem,0,LIHC
MAP3K7,Tchem,16.66666667,LIHC
MAP3K8,Tchem,0,LIHC
MAP3K9,Tchem,31.25,LIHC
MAP4K1,Tchem,0,LIHC
MAP4K2,Tchem,16.66666667,LIHC
MAP4K3,Tchem,31.25,LIHC
MAP4K4,Tchem,27.08333333,LIHC
MAP4K5,Tchem,16.66666667,LIHC
MAPK1,Tchem,20.83333333,LIHC
MAPK10,Tchem,0,LIHC
MAPK11,Tchem,12.5,LIHC
MAPK12,Tchem,14.58333333,LIHC
MAPK13,Tchem,14.58333333,LIHC
MAPK14,Tchem,6.25,LIHC
MAPK15,Tchem,12.5,LIHC
MAPK3,Tchem,16.66666667,LIHC
MAPK4,Tbio,0,LIHC
MAPK6,Tbio,27.08333333,LIHC
MAPK7,Tchem,8.333333333,LIHC
MAPK8,Tchem,14.58333333,LIHC
MAPK9,Tchem,20.83333333,LIHC
MAPKAPK2,Tchem,12.5,LIHC
MAPKAPK3,Tchem,4.166666667,LIHC
MAPKAPK5,Tchem,16.66666667,LIHC
MARK1,Tchem,20.83333333,LIHC
MARK2,Tchem,31.25,LIHC
MARK3,Tchem,20.83333333,LIHC
MARK4,Tchem,14.58333333,LIHC
MAST1,Tchem,12.5,LIHC
MAST2,Tbio,31.25,LIHC
MAST3,Tchem,12.5,LIHC
MAST4,Tbio,0,LIHC
MASTL,Tbio,31.25,LIHC
MATK,Tbio,0,LIHC
MELK,Tchem,37.5,LIHC
MERTK,Tchem,0,LIHC
MET,Tclin,12.5,LIHC
MINK1,Tchem,16.66666667,LIHC
MKNK1,Tchem,18.75,LIHC
MKNK2,Tchem,12.5,LIHC
MLKL,Tchem,4.166666667,LIHC
MOK,Tbio,25,LIHC
MOS,Tbio,18.75,LIHC
MST1R,Tchem,27.08333333,LIHC
MTOR,Tclin,12.5,LIHC
MUSK,Tchem,12.5,LIHC
MVK,Tchem,0,LIHC
MYLK,Tchem,0,LIHC
MYLK2,Tchem,12.5,LIHC
MYLK3,Tchem,18.75,LIHC
MYLK4,Tchem,0,LIHC
MYO3A,Tbio,16.66666667,LIHC
MYO3B,Tbio,0,LIHC
NADK,Tbio,0,LIHC
NADK2,Tbio,0,LIHC
NAGK,Tbio,6.25,LIHC
NEK1,Tchem,14.58333333,LIHC
NEK10,Tdark,0,LIHC
NEK11,Tchem,16.66666667,LIHC
NEK2,Tchem,22.91666667,LIHC
NEK3,Tchem,12.5,LIHC
NEK4,Tbio,16.66666667,LIHC
NEK5,Tchem,0,LIHC
NEK6,Tchem,6.25,LIHC
NEK7,Tchem,4.166666667,LIHC
NEK8,Tbio,12.5,LIHC
NEK9,Tchem,4.166666667,LIHC
NIM1K,Tchem,0,LIHC
NLK,Tchem,18.75,LIHC
NME1,Tbio,37.5,LIHC
NME1-NME2,Tbio,12.5,LIHC
NME2P1,Tdark,0,LIHC
NME3,Tbio,16.66666667,LIHC
NME4,Tbio,12.5,LIHC
NME5,Tbio,2.083333333,LIHC
NME6,Tbio,35.41666667,LIHC
NMRK1,Tbio,0,LIHC
NMRK2,Tbio,12.5,LIHC
NPR1,Tclin,0,LIHC
NPR2,Tbio,12.5,LIHC
NRBP1,Tbio,16.66666667,LIHC
NRBP2,Tdark,12.5,LIHC
NRK,Tdark,0,LIHC
NTRK1,Tclin,12.5,LIHC
NTRK2,Tchem,12.5,LIHC
NTRK3,Tchem,0,LIHC
NUAK1,Tchem,12.5,LIHC
NUAK2,Tchem,0,LIHC
OBSCN,Tbio,25,LIHC
OXSR1,Tbio,18.75,LIHC
PAK1,Tchem,18.75,LIHC
PAK2,Tchem,22.91666667,LIHC
PAK3,Tchem,27.08333333,LIHC
PAK4,Tchem,29.16666667,LIHC
PAK5,Tchem,12.5,LIHC
PAK6,Tchem,14.58333333,LIHC
PAN3,Tdark,18.75,LIHC
PANK1,Tbio,12.5,LIHC
PANK2,Tbio,20.83333333,LIHC
PANK3,Tchem,0,LIHC
PANK4,Tdark,14.58333333,LIHC
PASK,Tbio,16.66666667,LIHC
PBK,Tchem,33.33333333,LIHC
PCK1,Tbio,12.5,LIHC
PCK2,Tbio,0,LIHC
PDGFRA,TMOA_LIHC,0,LIHC
PDGFRB,TMOA_LIHC,12.5,LIHC
PDIK1L,Tdark,0,LIHC
PDK1,Tchem,16.66666667,LIHC
PDK2,Tchem,0,LIHC
PDK3,Tchem,8.333333333,LIHC
PDK4,Tchem,0,LIHC
PDPK1,Tchem,27.08333333,LIHC
PDPK2P,Tdark,0,LIHC
PDXK,Tbio,31.25,LIHC
PEAK1,Tbio,29.16666667,LIHC
PFKFB1,Tbio,0,LIHC
PFKFB2,Tchem,14.58333333,LIHC
PFKFB3,Tchem,4.166666667,LIHC
PFKL,Tbio,12.5,LIHC
PFKM,Tbio,29.16666667,LIHC
PFKP,Tbio,29.16666667,LIHC
PGK1,Tchem,18.75,LIHC
PGK2,Tbio,2.083333333,LIHC
PHKA1,Tbio,0,LIHC
PHKA2,Tbio,16.66666667,LIHC
PHKG1,Tchem,0,LIHC
PHKG2,Tchem,4.166666667,LIHC
PI4K2A,Tbio,0,LIHC
PI4KA,Tchem,16.66666667,LIHC
PI4KB,Tchem,20.83333333,LIHC
PIK3C2A,Tchem,18.75,LIHC
PIK3C2B,Tchem,12.5,LIHC
PIK3C2G,Tchem,0,LIHC
PIK3C3,Tchem,16.66666667,LIHC
PIK3CA,Tclin,16.66666667,LIHC
PIK3CB,Tchem,14.58333333,LIHC
PIK3CD,Tclin,0,LIHC
PIK3CG,Tchem,0,LIHC
PIK3R1,Tchem,0,LIHC
PIK3R4,Tbio,8.333333333,LIHC
PIKFYVE,Tchem,18.75,LIHC
PIM1,Tchem,0,LIHC
PIM2,Tchem,0,LIHC
PIM3,Tchem,0,LIHC
PINK1,Tbio,0,LIHC
PIP4K2A,Tbio,6.25,LIHC
PIP4K2B,Tchem,31.25,LIHC
PIP4K2C,Tchem,25,LIHC
PIP5K1A,Tbio,31.25,LIHC
PIP5K1B,Tbio,12.5,LIHC
PIP5K1C,Tchem,29.16666667,LIHC
PKDCC,Tbio,12.5,LIHC
PKLR,Tbio,0,LIHC
PKM,Tchem,20.83333333,LIHC
PKMYT1,Tchem,25,LIHC
PKN1,Tchem,12.5,LIHC
PKN2,Tchem,22.91666667,LIHC
PKN3,Tbio,20.83333333,LIHC
PLK1,Tchem,37.5,LIHC
PLK2,Tchem,6.25,LIHC
PLK3,Tchem,0,LIHC
PLK4,Tchem,22.91666667,LIHC
PLK5,Tbio,12.5,LIHC
PNCK,Tbio,20.83333333,LIHC
POMK,Tdark,6.25,LIHC
PRAG1,Tbio,0,LIHC
PRKAA1,Tchem,18.75,LIHC
PRKAA2,Tchem,29.16666667,LIHC
PRKAB1,Tchem,12.5,LIHC
PRKACA,Tchem,12.5,LIHC
PRKACB,Tchem,2.083333333,LIHC
PRKACG,Tbio,12.5,LIHC
PRKAG1,Tbio,16.66666667,LIHC
PRKCA,Tchem,29.16666667,LIHC
PRKCB,Tchem,0,LIHC
PRKCD,Tclin,25,LIHC
PRKCE,Tchem,0,LIHC
PRKCG,Tchem,0,LIHC
PRKCH,Tchem,0,LIHC
PRKCI,Tchem,31.25,LIHC
PRKCQ,Tchem,0,LIHC
PRKCZ,Tchem,0,LIHC
PRKD1,Tchem,16.66666667,LIHC
PRKD2,Tchem,25,LIHC
PRKD3,Tchem,4.166666667,LIHC
PRKDC,Tchem,20.83333333,LIHC
PRKG1,Tchem,0,LIHC
PRKG2,Tchem,27.08333333,LIHC
PRKRA,Tbio,16.66666667,LIHC
PRKX,Tchem,20.83333333,LIHC
PRKY,Tdark,12.5,LIHC
